S. No.,RMS,Maximum,Range,Standard Deviation,Sample Variance,Standard Error,P10,y
7772,3.624412982,2.972398728,7.97233885,2.390233463,5.713216009,0.239023346,-4.991832775,1
7773,3.723928147,2.897900134,7.897885997,2.259649337,5.106015125,0.225964934,-4.993226323,1
7774,3.738696006,2.890514269,7.890508383,2.338720477,5.469613471,0.233872048,-4.987929669,1
7775,3.783479277,2.680991745,7.680758602,1.884599145,3.551713936,0.188459914,-4.996023901,1
7776,3.948807816,2.953147558,7.953131394,2.319164278,5.37852295,0.231916428,-4.994327578,1
7777,3.650412738,2.964767162,7.964766883,2.280469055,5.200539109,0.228046905,-4.983718167,1
7778,3.876038093,2.648685144,7.64867207,2.26527954,5.131491395,0.226527954,-4.992788706,1
7779,3.618249638,2.135148521,7.135148506,2.159258813,4.662398619,0.215925881,-4.969170577,1
7780,3.705923626,2.442748226,7.442744332,2.133405176,4.551417647,0.213340518,-4.979498861,1
7781,3.880550559,2.533576761,7.53239484,2.206911052,4.870456392,0.220691105,-4.985527598,1
7782,3.656625424,2.723046009,7.723045955,2.132284118,4.546635558,0.213228412,-4.986799916,1
7783,3.690397389,2.89807278,7.898061064,2.300787068,5.293621131,0.230078707,-4.988075679,1
7784,3.689314882,2.611833318,7.611810409,1.959602701,3.840042744,0.19596027,-4.98283647,1
7785,3.834921657,2.227253311,7.227252443,1.90137665,3.615233165,0.190137665,-4.990108025,1
7786,3.969030767,2.81045688,7.81045688,2.12126829,4.49977916,0.212126829,-4.991620266,1
7787,3.471537458,2.813915289,7.81389132,2.473614102,6.118766727,0.24736141,-4.944994184,1
7788,3.704285651,2.597698807,7.597684687,2.24868268,5.056573797,0.224868268,-4.976537323,1
7789,3.706233776,2.982506453,7.982506395,2.244089283,5.03593671,0.224408928,-4.991904425,1
7790,3.702081169,2.564699607,7.564698112,2.192586868,4.807437174,0.219258687,-4.987707551,1
7791,3.877956032,2.856708713,7.856704375,2.189416061,4.793542688,0.218941606,-4.98917187,1
7792,3.941253746,2.92900369,7.929003451,2.35548801,5.548323767,0.235548801,-4.99896622,1
7793,3.732396054,2.987049658,7.987047272,2.3170254,5.368606704,0.23170254,-4.973452241,1
7794,3.571760679,2.371690998,7.371690993,2.222093811,4.937700907,0.222209381,-4.997236308,1
7795,3.673533178,2.975870269,7.975862196,2.451910928,6.0118672,0.245191093,-4.973922805,1
7796,3.496088053,2.808508478,7.808508459,2.621787392,6.873769131,0.262178739,-4.996801321,1
7797,3.881290599,2.910111779,7.910107241,2.222793021,4.940808814,0.222279302,-4.991445383,1
7798,3.828871814,2.801404286,7.801403946,2.003642069,4.014581541,0.200364207,-4.988244325,1
7799,3.783714816,2.571767195,7.571760641,2.130513678,4.539088532,0.213051368,-4.974457762,1
7800,3.923834479,2.878753763,7.878752572,2.139972621,4.579482817,0.213997262,-4.992559041,1
7801,3.793987,2.804313855,7.804313787,2.120941446,4.498392617,0.212094145,-4.985417383,1
7802,3.619641586,2.992621625,7.992545165,2.297936595,5.280512593,0.229793659,-4.968480071,1
7803,3.762212393,2.437938147,7.437924347,2.285053348,5.221468801,0.228505335,-4.987254746,1
7804,4.018314901,2.384245584,7.384245234,1.698042636,2.883348794,0.169804264,-4.997211954,1
7805,3.660189043,2.891586646,7.891586604,2.42505971,5.880914598,0.242505971,-4.997488541,1
7806,3.645310236,2.814590942,7.814590812,2.310662065,5.339159178,0.231066206,-4.99707526,1
7807,3.541444009,2.892287637,7.892284437,2.374298431,5.637293039,0.237429843,-4.967849591,1
7808,3.94572993,2.514079191,7.51407304,2.29962078,5.288255732,0.229962078,-4.996837425,1
7809,3.734010563,2.716965978,7.71669107,2.23879856,5.012218994,0.223879856,-4.979792512,1
7810,3.834237873,2.985581148,7.985578497,2.370198912,5.617842882,0.237019891,-4.996311668,1
7811,3.774441502,2.893771087,7.893771086,2.232130053,4.982404574,0.223213005,-4.998656736,1
7812,3.858776508,2.944678437,7.944676609,2.24906572,5.058296612,0.224906572,-4.999629762,1
7813,3.773540604,2.769286769,7.769281637,2.094689909,4.387725813,0.209468991,-4.991057949,1
7814,3.668953025,2.766070327,7.765935503,2.223063309,4.942010476,0.222306331,-4.956966763,1
7815,3.889977143,2.369019748,7.369019444,2.074455838,4.303367022,0.207445584,-4.996890596,1
7816,3.769064017,2.763817458,7.763777696,2.278070517,5.189605282,0.227807052,-4.990578244,1
7817,3.718395058,2.898895193,7.89889306,2.276840644,5.18400332,0.227684064,-4.988583876,1
7818,3.802859825,2.921017488,7.920976311,2.08606718,4.351676281,0.208606718,-4.99675935,1
7819,3.735947883,2.92312665,7.923126608,2.457703178,6.040304913,0.245770318,-4.998023661,1
7820,3.790209597,2.383265595,7.383264368,2.191301973,4.801804338,0.219130197,-4.979033567,1
7821,3.90520032,2.97092341,7.970903032,2.46294802,6.066112951,0.246294802,-4.993456205,1
7822,3.6212463,2.752914318,7.752910851,2.592569456,6.721416385,0.259256946,-4.984399712,1
7823,3.830940595,2.757484573,7.757265788,2.048944253,4.198172553,0.204894425,-4.989738072,1
7824,3.843521971,2.313476393,7.313416994,2.022657168,4.091142018,0.202265717,-4.998065907,1
7825,3.740808575,2.5928028,7.592800051,1.88514608,3.553775741,0.188514608,-4.989268134,1
7826,3.758449216,2.986267367,7.986266258,2.30074198,5.29341366,0.230074198,-4.992130677,1
7827,3.895180173,2.870959557,7.870947494,2.281032464,5.203109103,0.228103246,-4.993292635,1
7828,3.719862123,2.791568622,7.791553202,2.289640405,5.242453184,0.22896404,-4.984246636,1
7829,3.78261708,2.370072798,7.370071666,2.211738289,4.891786259,0.221173829,-4.982938961,1
7830,3.701690947,2.971815194,7.971814607,2.108564654,4.446044899,0.210856465,-4.992610303,1
7831,3.602654271,2.21903479,7.219034723,2.110549555,4.454419422,0.211054955,-4.991209471,1
7832,3.639424467,2.997995505,7.997995188,2.419419048,5.85358853,0.241941905,-4.994076634,1
7833,3.817150031,1.894968633,6.894964535,2.039102674,4.157939715,0.203910267,-4.992630039,1
7834,3.80826686,2.758741884,7.758699826,2.137568445,4.569198855,0.213756844,-4.973072673,1
7835,3.737695199,2.988384451,7.988357335,2.166226904,4.692538999,0.21662269,-4.988278315,1
7836,3.752191964,2.819936151,7.819935887,2.219362376,4.925569358,0.221936238,-4.992924776,1
7837,3.741504678,2.461221014,7.461216338,2.138228179,4.572019743,0.213822818,-4.997081353,1
7838,3.461807337,2.914984215,7.914978888,2.556445255,6.535412341,0.255644525,-4.992429217,1
7839,3.707594589,2.761462336,7.761222757,2.222689535,4.940348768,0.222268953,-4.980398255,1
7840,3.775874342,2.934438152,7.934438152,2.166778845,4.694930562,0.216677884,-4.997787836,1
7841,3.653437997,2.937372552,7.937372526,2.491070099,6.205430237,0.24910701,-4.994261235,1
7842,3.738245943,2.978926299,7.978925777,2.326281641,5.411586274,0.232628164,-4.988931251,1
7843,3.916619731,2.8436475,7.843647275,2.311315116,5.342177564,0.231131512,-4.996514274,1
7844,3.603423925,2.861162513,7.861162277,2.197436296,4.828726273,0.21974363,-4.992109537,1
7845,3.754264994,2.977734789,7.977734261,2.236774887,5.003161896,0.223677489,-4.996075744,1
7846,4.04034627,2.412888447,7.412886366,2.06694466,4.272260226,0.206694466,-4.998152878,1
7847,3.779081028,2.988996699,7.988993163,2.325996763,5.41026094,0.232599676,-4.9903568,1
7848,3.833610739,2.66255915,7.662533099,2.35944393,5.566975657,0.235944393,-4.981899237,1
7849,3.847167232,2.421921957,7.421920832,2.137224017,4.567726499,0.213722402,-4.989087137,1
7850,3.779517256,2.442557406,7.442557372,2.215732266,4.909469476,0.221573227,-4.993139417,1
7851,3.576199677,2.592668584,7.592253725,2.063409958,4.257660656,0.206340996,-4.980080023,1
7852,3.553455548,2.897602194,7.897602085,2.460771942,6.055398553,0.246077194,-4.952659101,1
7853,3.798718444,2.969469762,7.969465577,2.190664055,4.799009001,0.219066405,-4.99440118,1
7854,3.727200319,2.919874725,7.919868914,2.464084818,6.071713991,0.246408482,-4.998336252,1
7855,3.825228024,2.909136629,7.909121231,2.281781707,5.20652776,0.228178171,-4.993555003,1
7856,3.948961083,2.153213955,7.15319936,1.927251086,3.714296748,0.192725109,-4.997065624,1
7857,3.828309263,2.906133734,7.906133278,2.287508464,5.232694972,0.228750846,-4.977386988,1
7858,3.691294788,2.946763472,7.946763468,2.31024353,5.337225169,0.231024353,-4.996457529,1
7859,3.611094088,2.886533672,7.886533637,2.383168436,5.679491793,0.238316844,-4.988163751,1
7860,3.827510537,2.909756535,7.909756328,2.304032013,5.308563515,0.230403201,-4.994950339,1
7861,3.810764297,2.939474479,7.939474461,2.369249542,5.61334339,0.236924954,-4.990811697,1
7862,3.650598927,2.609641766,7.609635958,2.109833366,4.45139683,0.210983337,-4.994537513,1
7863,3.902374966,2.920549298,7.920523474,2.350441909,5.524577167,0.235044191,-4.981527114,1
7864,3.744282376,2.548593864,7.54846827,2.086364757,4.352917899,0.208636476,-4.983925555,1
7865,3.701999465,2.885845058,7.885845057,2.30200297,5.299217676,0.230200297,-4.993786942,1
7866,3.928116626,2.600321572,7.599831987,2.287919206,5.234574295,0.228791921,-4.978238618,1
7867,3.944900018,2.465939313,7.465936769,1.993446068,3.973827227,0.199344607,-4.991458648,1
7868,3.667183899,2.949175646,7.94917564,2.346455458,5.505853217,0.234645546,-4.982913789,1
7869,3.615372857,2.875631532,7.875550347,2.333053257,5.443137501,0.233305326,-4.960838203,1
7870,3.824771277,2.900608576,7.900608401,2.267622575,5.142112141,0.226762257,-4.997196665,1
7871,3.514116835,2.879588922,7.879584379,2.38523514,5.689346672,0.238523514,-4.996454531,1
7872,3.788926897,2.966516916,7.966503455,2.450059137,6.002789773,0.245005914,-4.993920404,1
7873,3.916815896,2.6052721,7.605265266,2.083228863,4.339842498,0.208322886,-4.98940717,1
7874,3.640394936,2.994561211,7.994560144,2.439956359,5.953387035,0.243995636,-4.982437219,1
7875,3.832573026,2.953572485,7.953572325,2.027051368,4.108937247,0.202705137,-4.979859263,1
7876,3.996000695,2.978163622,7.978162933,2.038565079,4.155747582,0.203856508,-4.996186342,1
7877,3.737448182,2.993269007,7.993266034,2.642155539,6.980985893,0.264215554,-4.98941091,1
7878,3.727482153,2.86297558,7.862971385,2.444809213,5.977092088,0.244480921,-4.995037386,1
7879,3.839890588,2.569027778,7.569010583,2.173919192,4.725924654,0.217391919,-4.994797676,1
7880,3.908109851,2.731448602,7.731448597,2.127783775,4.527463795,0.212778378,-4.996511054,1
7881,3.811051361,2.782013841,7.782009033,2.109695834,4.450816512,0.210969583,-4.989450363,1
7882,3.912663932,2.990026492,7.990026489,2.377334475,5.651719207,0.237733448,-4.996630469,1
7883,3.717835156,2.9321616,7.932116444,2.375710999,5.64400275,0.2375711,-4.995465682,1
7884,3.703792986,2.870832168,7.870830785,2.373919468,5.635493641,0.237391947,-4.989239879,1
7885,3.777486247,2.949501253,7.949495948,2.230705696,4.976047904,0.22307057,-4.996826765,1
7886,3.726551133,2.97234043,7.972334849,2.335959362,5.456706143,0.233595936,-4.989654084,1
7887,3.726701244,2.901504634,7.901504634,2.342613685,5.487838875,0.234261368,-4.994743165,1
7888,3.717862924,2.930592155,7.930592116,2.402475991,5.771890887,0.240247599,-4.984582598,1
7889,4.114665754,2.009119547,7.00911809,1.716522138,2.94644825,0.171652214,-4.996573944,1
7890,3.836875225,2.957234228,7.956743964,2.235302068,4.996575334,0.223530207,-4.989693351,1
7891,3.878516006,2.975807727,7.975801549,2.316228363,5.364913828,0.231622836,-4.988995968,1
7892,3.783201214,2.189624025,7.189594025,2.155426692,4.645864224,0.215542669,-4.985817202,1
7893,3.623033703,2.987821455,7.987564973,2.344751066,5.49785756,0.234475107,-4.98810632,1
7894,3.816297075,2.950020733,7.95000581,2.304455505,5.310515174,0.23044555,-4.967872253,1
7895,3.589671177,2.988159184,7.988131329,2.336016962,5.456975245,0.233601696,-4.960120624,1
7896,3.775953919,2.889853291,7.889816431,2.265701396,5.133402817,0.22657014,-4.984274329,1
7897,4.053529726,2.528566259,7.528565313,1.851006321,3.4262244,0.185100632,-4.99876186,1
7898,3.713363295,2.277474033,7.277456585,1.84164413,3.391653102,0.184164413,-4.990838383,1
7899,3.814166771,2.983231712,7.982814727,2.35419685,5.542242806,0.235419685,-4.982975081,1
7900,3.766727886,2.856107826,7.856073416,2.334719151,5.450913515,0.233471915,-4.990215156,1
7901,3.906766702,2.127656196,7.12765158,1.807073721,3.265515435,0.180707372,-4.989340906,1
7902,3.890436024,2.794105312,7.794041317,2.092259444,4.377549582,0.209225944,-4.988228543,1
7903,3.738538937,2.665508249,7.665508066,2.310154105,5.336811987,0.23101541,-4.987248006,1
7904,3.97600135,2.734626477,7.734626475,2.083441568,4.340728768,0.208344157,-4.997519726,1
7905,3.569939015,2.911765161,7.911763933,2.444261163,5.974412635,0.244426116,-4.987535063,1
7906,3.913337087,2.918254521,7.915369461,1.99941022,3.997641228,0.199941022,-4.963980018,1
7907,3.756008496,2.907134642,7.907134017,2.317414904,5.370411839,0.23174149,-4.997159008,1
7908,3.774248311,2.834199216,7.834191926,2.397170888,5.746428264,0.239717089,-4.975735572,1
7909,3.559370221,2.790603585,7.790602821,2.328275233,5.420865559,0.232827523,-4.958629999,1
7910,4.002511786,2.815127817,7.815125411,2.147825515,4.613154445,0.214782552,-4.989050936,1
7911,3.717634562,2.850024683,7.850023276,2.228802326,4.967559808,0.222880233,-4.994373282,1
7912,3.686493753,2.872565372,7.872564069,2.221334626,4.934327521,0.222133463,-4.979105599,1
7913,3.883899647,2.982918169,7.982918017,2.236898914,5.003716751,0.223689891,-4.995174886,1
7914,3.754088216,2.922166097,7.921991629,2.292568096,5.255868476,0.22925681,-4.952506331,1
7915,3.573839963,2.871871412,7.871871387,2.33834362,5.467850883,0.233834362,-4.995911873,1
7916,3.777447325,2.954097164,7.953880854,2.456194092,6.032889419,0.245619409,-4.98317695,1
7917,3.884484264,2.733701727,7.733699651,2.234836253,4.994493076,0.223483625,-4.993689156,1
7918,4.063385748,2.305344983,7.305344648,1.951858929,3.809753278,0.195185893,-4.997066089,1
7919,3.725839611,2.65226017,7.652253707,2.268536768,5.14625907,0.226853677,-4.994205395,1
7920,3.839003375,2.830638065,7.830637976,2.428246371,5.896380439,0.242824637,-4.995683622,1
7921,3.855460195,2.466251297,7.465405029,2.059404053,4.241145053,0.205940405,-4.963394191,1
7922,3.933345453,2.491256422,7.491256162,2.094782132,4.388112181,0.209478213,-4.973758713,1
7923,3.759784316,2.977818033,7.97780611,2.404559632,5.781907024,0.240455963,-4.988265036,1
7924,3.603562107,2.962513242,7.962491836,2.363057482,5.584040664,0.236305748,-4.988016088,1
7925,3.87494845,2.371423137,7.371419394,2.256780944,5.093060229,0.225678094,-4.996358164,1
7926,3.757781146,2.873299645,7.873275626,2.145319543,4.602395942,0.214531954,-4.972764807,1
7927,3.719874461,2.979702062,7.979697286,2.35582397,5.549906577,0.235582397,-4.989094648,1
7928,3.572826019,2.953435274,7.953435272,2.45911115,6.047227646,0.245911115,-4.986063706,1
7929,3.573894918,2.87762691,7.877626906,2.508103339,6.290582359,0.250810334,-4.94451398,1
7930,3.949981585,2.62984695,7.629843249,2.173288549,4.723183117,0.217328855,-4.99816761,1
7931,3.625219709,2.989377626,7.989377048,2.334584607,5.450285286,0.233458461,-4.995757144,1
7932,3.754279765,2.255131081,7.25513108,2.030553245,4.123146481,0.203055325,-4.991817109,1
7933,3.839466195,2.444792552,7.444785303,2.077222944,4.314855158,0.207722294,-4.988141492,1
7934,3.955063313,2.692518113,7.69247551,2.04510076,4.182437119,0.204510076,-4.994643061,1
7935,3.744375643,2.975340827,7.975332835,2.474567116,6.123482409,0.247456712,-4.988625487,1
7936,3.705726851,2.825227067,7.825216308,2.474264063,6.121982653,0.247426406,-4.988921262,1
7937,3.843105193,2.835596831,7.835596811,2.33504969,5.452457057,0.233504969,-4.980424908,1
7938,3.674516649,2.867176103,7.867161406,2.625278379,6.892086566,0.262527838,-4.993320337,1
7939,3.897771115,2.750351828,7.75035177,2.150574805,4.62497199,0.21505748,-4.989908141,1
7940,3.726928956,2.68886232,7.688862314,2.304309457,5.309842072,0.230430946,-4.99823989,1
7941,3.879420667,2.407377613,7.407377589,1.791523642,3.209556959,0.179152364,-4.990663774,1
7942,3.691705877,2.989164622,7.989163963,2.366037978,5.598135712,0.236603798,-4.983407943,1
7943,3.853506945,2.773490965,7.773490818,2.360794395,5.573350174,0.236079439,-4.997251181,1
7944,3.854627937,2.99524596,7.995245952,2.302895832,5.303329212,0.230289583,-4.996122699,1
7945,3.814125288,2.899357045,7.899357045,2.477826432,6.139623826,0.247782643,-4.997513224,1
7946,3.767320861,2.993483973,7.993417774,2.367372145,5.604450873,0.236737214,-4.995773633,1
7947,3.762529458,2.820865455,7.820865104,2.222847231,4.941049811,0.222284723,-4.997216577,1
7948,3.760597995,2.854730059,7.854729962,2.19682097,4.826022374,0.219682097,-4.989705829,1
7949,3.653547813,2.92947028,7.929470277,2.532715405,6.414647325,0.253271541,-4.977309415,1
7950,3.770009091,2.780122507,7.780114199,2.226423857,4.956963192,0.222642386,-4.984642566,1
7951,3.870076173,2.657000342,7.657000331,2.0695431,4.283008644,0.20695431,-4.996627054,1
7952,3.843356753,2.798703614,7.798700459,2.160856487,4.669300756,0.216085649,-4.997902313,1
7953,3.837997713,2.962177822,7.961811408,2.205288749,4.863298464,0.220528875,-4.98970206,1
7954,3.89957762,2.25664048,7.256626604,2.077260409,4.315010805,0.207726041,-4.994711263,1
7955,3.696329041,2.899201301,7.899198447,2.130523758,4.539131483,0.213052376,-4.987316617,1
7956,3.746843934,2.943487103,7.943486924,2.226950784,4.959309794,0.222695078,-4.997834739,1
7957,3.764930307,2.891304357,7.891294522,2.03771922,4.152299619,0.203771922,-4.982582321,1
7958,3.68472587,2.9255535,7.925224097,2.134733694,4.557087946,0.213473369,-4.984451071,1
7959,3.829850471,2.830652194,7.830637566,2.244633043,5.038377498,0.224463304,-4.991241685,1
7960,3.865823738,2.949434102,7.949429846,2.148969822,4.618071297,0.214896982,-4.974037417,1
7961,3.780676367,2.942143025,7.942123176,2.198079592,4.831553892,0.219807959,-4.992147798,1
7962,3.804697997,2.983562128,7.983118146,2.161707263,4.672978292,0.216170726,-4.978444438,1
7963,3.655611478,2.852513663,7.852513662,2.244719403,5.038765196,0.22447194,-4.957047933,1
7964,3.818004187,2.870384506,7.870384504,2.238061654,5.008919967,0.223806165,-4.986277965,1
7965,3.805253544,2.690737875,7.690737213,2.178825155,4.747279056,0.217882515,-4.984656588,1
7966,3.850734775,2.534453406,7.534434447,2.041965561,4.169623352,0.204196556,-4.997460447,1
7967,3.812775836,2.87257555,7.872575549,2.204041715,4.85779988,0.220404171,-4.989301102,1
7968,3.623372916,2.973546418,7.973543158,2.147358061,4.611146642,0.214735806,-4.998127172,1
7969,3.869021153,2.758476312,7.758475854,2.308529107,5.329306639,0.230852911,-4.992379548,1
